Record_ID,Year,Quarter,State,Region,District,Rural_Urban,Population,Branches,Banking_Outlets,ATMs,BC_Outlets,Total_Accounts,Active_Accounts,Women_Accounts,Jan_Dhan_Accounts,Total_Deposits_Lakh,Savings_Deposits_Lakh,Current_Deposits_Lakh,Term_Deposits_Lakh,Total_Loans_Lakh,Agricultural_Loans_Lakh,MSME_Loans_Lakh,Personal_Loans_Lakh,Digital_Transactions,UPI_Transactions,Mobile_Banking_Users,Internet_Banking_Users,Agricultural_Beneficiaries,SHG_Accounts,KCC_Accounts,Active_Ratio,Women_Ratio,JanDhan_Ratio,Mobile_Banking_Ratio,Internet_Banking_Ratio,UPI_Share_of_Digital,Agri_Loan_Share,MSME_Loan_Share,Personal_Loan_Share,Savings_Deposit_Share,Term_Deposit_Share,Accounts_per_Branch,Population_per_Branch,Population_per_Outlet,Deposits_per_Account,Loans_per_Account,Year_Quarter
791,2023,Q3,Odisha,East,Balasore,Rural,1520600,25,42,19,21,1153948,929897,452909,464969,108785.42,57201.11,13802.16,37782.15,77759.88,29209.02,21213.13,27337.73,10644914,7697581,353764.0,136765.0,105075,35117.0,61776,0.8058396045575711,0.3924864898591618,0.4029375673773862,0.3065684068952847,0.11851920537147255,0.7231228923033103,0.3756309809120076,0.27280301872893836,0.351566000359054,0.5258159595284001,0.34730895004128315,46157.92,60824.0,36204.76190476191,0.09427237622492521,0.06738594806698396,2023-Q3
792,2023,Q4,Odisha,East,Balasore,Rural,1520600,22,43,22,24,1097016,958241,543283,371778,121664.77,62310.08,14561.47,44793.22,106691.43,56160.04,28267.05,22264.34,9176023,5246127,344688.0,203541.0,123834,52313.0,96149,0.8734977429681974,0.49523707949565005,0.33889934148635936,0.3142050799623706,0.18554059375615306,0.5717212129917285,0.5263781730172705,0.2649420857888961,0.20867974119383348,0.5121456276948536,0.36816919145945043,49864.36363636364,69118.18181818182,35362.79069767442,0.11090519190239705,0.09725603819816665,2023-Q4
793,2024,Q1,Odisha,East,Balasore,Rural,1538419,33,64,34,52,881510,578612,357950,320029,112750.86,54670.12,16096.39,41984.35,90657.68,41670.18,21352.65,27634.85,7373529,4561222,140568.0,116970.0,136991,61993.0,103306,0.6563873353677213,0.4060645937085229,0.36304636362605075,0.15946274007101452,0.13269276582228223,0.6185941629849153,0.4596431322751697,0.23553051434803982,0.3048263533767906,0.4848754146975021,0.37236390037291067,26712.424242424244,46618.757575757576,24037.796875,0.12790650134428425,0.10284362060555183,2024-Q1
794,2024,Q2,Odisha,East,Balasore,Rural,1538419,27,57,20,24,1033205,661116,461176,327273,196153.09,110707.34,20181.37,65264.37,120245.71,54567.4,30560.64,35117.68,7941669,4600619,153065.0,108563.0,119623,52236.0,60927,0.6398691450389806,0.44635478922382293,0.31675514539708965,0.14814581810966845,0.10507401725698191,0.5793012778548187,0.45379914177395597,0.25415160341271215,0.29204933797638183,0.5643925364622092,0.33272160025620806,38266.851851851854,56978.48148148148,26989.80701754386,0.18984914900721542,0.1163812699319109,2024-Q2
795,2024,Q3,Odisha,East,Balasore,Urban,1538419,44,95,47,50,1219645,870540,628892,387006,169899.93,72721.76,28576.53,68601.64,141217.94,63727.88,32286.43,45203.63,7373080,4844589,273410.0,277558.0,116767,87468.0,86252,0.7137650709837698,0.5156352873172112,0.31731036490126224,0.2241717876923203,0.22757277732454936,0.657064483228176,0.45127325890747305,0.22862838814955097,0.3200983529429759,0.42802701566739904,0.4037767408144312,27719.204545454544,34964.068181818184,16193.884210526316,0.1393027725280717,0.11578610169352557,2024-Q3
796,2024,Q4,Odisha,East,Balasore,Semi-Urban,1538419,32,52,24,26,1379275,1144651,733094,492365,180747.86,85448.77,16934.55,78364.54,142650.07,54498.85,36845.93,51305.29,10298157,5915675,457844.0,242506.0,83390,82783.0,41034,0.829893241014301,0.5315067698609777,0.3569737724529191,0.33194540610103135,0.1758213554222327,0.5744401643905798,0.3820457291047947,0.25829591250813966,0.3596583583870656,0.4727512126561278,0.43355722164566707,43102.34375,48075.59375,29584.98076923077,0.1310455565423864,0.10342395098874409,2024-Q4
797,2025,Q1,Odisha,East,Balasore,Semi-Urban,1556239,30,63,27,41,974004,646860,416188,289116,178642.95,101482.1,15338.81,61822.03,98934.89,48461.05,19697.96,30775.87,5151601,3466040,198495.0,148364.0,84828,55163.0,64349,0.6641245826505846,0.4272959864641213,0.29683245654021956,0.20379279756551308,0.15232380975848148,0.6728083172590423,0.4898277038565465,0.1991002365292972,0.31107195853757963,0.5680722357081541,0.3460647621414671,32466.8,51874.63333333333,24702.20634920635,0.18341089974989838,0.10157544527537875,2025-Q1
798,2025,Q2,Odisha,East,Balasore,Rural,1556239,29,66,24,44,985445,777789,454070,377018,149883.42,84845.66,17643.03,47394.73,93316.44,44009.92,23083.13,26223.39,13654153,9555254,259909.0,169030.0,64795,35088.0,52546,0.7892769256528777,0.46077660346340993,0.3825865471944147,0.2637478499561112,0.1715265692149232,0.6998056928174161,0.47162022040275003,0.24736402288814277,0.28101575670910717,0.5660776889131566,0.3162106255648557,33980.862068965514,53663.41379310345,23579.378787878788,0.15209719466839855,0.09469472167396456,2025-Q2
799,2025,Q3,Odisha,East,Balasore,Semi-Urban,1556239,33,70,31,31,1194209,950203,568713,470169,229530.46,125908.42,29565.44,74056.6,155133.82,80091.75,35467.97,39574.1,8378090,5759843,269911.0,210440.0,85834,45419.0,69002,0.7956756313174662,0.4762256857886685,0.3937074666159776,0.22601655154164807,0.1762170608327353,0.6874887951788534,0.5162752390162249,0.22862822561837257,0.25509653536540255,0.5485477613733707,0.3226438878744024,36188.15151515151,47158.757575757576,22231.985714285714,0.1922029226039998,0.12990508361601696,2025-Q3
800,2025,Q4,Odisha,East,Balasore,Semi-Urban,1556239,37,80,33,53,1320986,1040483,755901,343766,252875.06,127586.56,23333.78,101954.73,184152.59,86964.47,55186.52,42001.6,11947038,9287387,492720.0,325961.0,96998,89287.0,51412,0.7876563415509324,0.5722248381133487,0.2602344006673803,0.3729941119739346,0.24675583238580878,0.7773798827793131,0.4722413624483913,0.29967821793872135,0.22808041961288733,0.5045438644680895,0.40318222761865086,35702.32432432433,42060.51351351351,19452.9875,0.19142902347186116,0.1394054062647144,2025-Q4
801,2021,Q1,Karnataka,South,Bengaluru,Semi-Urban,1273692,32,68,24,48,844183,751961,450321,361345,66885.36,36024.61,11519.33,19341.42,37421.98,13097.76,7329.99,16994.23,7916789,3804835,332158.0,205609.0,86970,31148.0,63129,0.8907559142982031,0.5334400242601427,0.42804107640168065,0.3934668193981637,0.2435597494855973,0.4806033102562163,0.35000179039163615,0.1958739222243184,0.45412428738404537,0.5386023189529069,0.2891726978818683,26380.71875,39802.875,18730.764705882353,0.0792308776651508,0.04432922719362982,2021-Q1
802,2021,Q2,Karnataka,South,Bengaluru,Rural,1273692,24,50,24,28,779628,651357,337608,317479,70038.43,30442.13,5996.25,33600.05,46916.98,25396.62,13966.62,7553.73,7088383,4119244,177519.0,97526.0,102628,36798.0,75796,0.8354715325770752,0.4330372947097847,0.4072185709081767,0.22769705551878588,0.12509299306848906,0.5811260480704837,0.5413097773982894,0.29768795860262104,0.1610020508566408,0.43464894915548513,0.4797373384868851,32484.5,53070.5,25473.84,0.08983570369458253,0.06017867495780039,2021-Q2
803,2021,Q3,Karnataka,South,Bengaluru,Semi-Urban,1273692,34,58,21,46,824990,512139,463967,289420,113213.95,53587.91,19853.95,39772.1,64831.37,31001.69,17428.0,16401.68,9070952,6378676,175137.0,138786.0,68221,43800.0,53709,0.620782070085698,0.5623910592855671,0.3508163735318004,0.2122898459375265,0.1682274936665899,0.7031980766737603,0.4781896480052789,0.2688204799620924,0.2529898720326286,0.4733331007353776,0.3513003477045011,24264.41176470588,37461.529411764706,21960.206896551725,0.13723069370537824,0.07858443132644033,2021-Q3
804,2021,Q4,Karnataka,South,Bengaluru,Rural,1273692,27,56,21,21,695257,616440,349372,168113,128445.8,69811.46,11903.79,46730.54,109086.5,51064.17,28728.64,29293.7,6496299,4968879,140646.0,112846.0,58743,41960.0,27363,0.8866361647563419,0.5025077057836167,0.2417997948959881,0.20229354037427885,0.1623083262735938,0.7648784330893637,0.46810714433041667,0.2633565106589725,0.26853643668098254,0.5435090909940224,0.36381524347234395,25750.25925925926,47173.77777777778,22744.5,0.18474578465229405,0.15690097330915043,2021-Q4
805,2022,Q1,Karnataka,South,Bengaluru,Rural,1288976,28,61,30,42,677153,577180,318420,272104,62317.17,27764.97,7065.78,27486.42,34867.7,13066.52,7754.63,14046.55,5423477,2850075,249785.0,158570.0,75219,46834.0,36393,0.8523627599670975,0.4702334627477099,0.4018353311585417,0.3688752763407974,0.23417159785159336,0.52550697642859,0.3747456815333389,0.22240153494494908,0.4028527835217121,0.44554285761051093,0.4410729819727051,24184.035714285714,46034.857142857145,21130.754098360656,0.09202819746792822,0.05149161267837549,2022-Q1
806,2022,Q2,Karnataka,South,Bengaluru,Rural,1288976,23,37,18,18,690427,464959,297609,191949,99936.77,43265.57,9880.81,46790.39,83725.11,39829.79,21957.06,21938.26,3448868,2160925,147063.0,75622.0,89528,48226.0,69507,0.6734368731234439,0.43105063967660595,0.2780149096139056,0.21300296772866648,0.10952932026122965,0.6265606570039792,0.47572096351978516,0.262251790412697,0.2620272460675178,0.43292944128572497,0.46819994282384747,30018.565217391304,56042.434782608696,34837.18918918919,0.144746323651885,0.12126569499744361,2022-Q2
807,2022,Q3,Karnataka,South,Bengaluru,Rural,1288976,22,38,23,18,1134537,863753,534731,291206,179404.12,85989.49,19097.86,74316.77,102608.51,46570.47,20912.35,35125.68,9477765,6451857,348995.0,228639.0,65119,69613.0,29690,0.7613264265510953,0.4713209000676047,0.25667386784212415,0.30761006472243746,0.20152626137358234,0.6807361229150544,0.4538655711889784,0.20380716960026024,0.34232716175295796,0.4793061051217776,0.4142422704673672,51569.86363636364,58589.818181818184,33920.42105263158,0.15812980978143507,0.09044086706735875,2022-Q3
808,2022,Q4,Karnataka,South,Bengaluru,Rural,1288976,26,45,25,19,784688,565300,299621,298217,123134.78,52327.97,13192.55,57614.26,97438.15,47260.42,18905.73,31272.0,4414551,3069386,211918.0,157578.0,64610,56805.0,41941,0.7204137185734967,0.3818345635462757,0.3800453173745489,0.27006657423077707,0.20081612054727485,0.6952883770059515,0.48502993950521434,0.19402800648411325,0.32094205401067244,0.4249649855223683,0.4678959104811817,30180.30769230769,49576.0,28643.911111111112,0.15692196134004852,0.12417438523336663,2022-Q4
809,2023,Q1,Karnataka,South,Bengaluru,Rural,1304260,26,55,18,31,945178,592189,392973,317459,113047.23,61455.52,14571.73,37019.97,73739.7,28193.3,18107.73,27438.67,5468686,3601684,232865.0,150368.0,116502,40320.0,61511,0.6265370120760322,0.41576613082403524,0.33587218492178195,0.24637158291877298,0.15908961063418742,0.6586013532318367,0.38233543125344965,0.24556283792855138,0.37210173081799897,0.5436269424735131,0.32747348165894913,36353.0,50163.846153846156,23713.81818181818,0.11960416979658857,0.0780167333560451,2023-Q1
810,2023,Q2,Karnataka,South,Bengaluru,Semi-Urban,1304260,31,52,21,24,856558,629479,336483,345243,122324.29,58642.96,17979.66,45701.67,84708.1,42545.72,23294.41,18867.96,9822996,6171646,248443.0,137394.0,54375,26396.0,43553,0.7348936090725905,0.3928315420555292,0.4030585202636599,0.29004807613728434,0.16040244793697567,0.6282855047482458,0.5022627115942867,0.27499625183424015,0.22274091851900818,0.47940568467636313,0.3736107522062871,27630.90322580645,42072.903225806454,25081.923076923078,0.14280911508619382,0.09889359506303134,2023-Q2
811,2023,Q3,Karnataka,South,Bengaluru,Rural,1304260,25,47,22,21,1061648,863306,518738,359725,93516.93,40572.45,10360.4,42584.08,79218.47,36829.2,20911.97,21477.3,12042409,8509363,318741.0,137133.0,56480,69904.0,37022,0.8131753650927614,0.48861581239732943,0.33883641282232907,0.30023228037918404,0.1291699320302021,0.7066163422949677,0.4649067319780349,0.2639784636082974,0.27111480441366764,0.433851389261816,0.4553622536582414,42465.92,52170.4,27750.212765957447,0.08808656918300603,0.07461839517429505,2023-Q3
812,2023,Q4,Karnataka,South,Bengaluru,Rural,1304260,29,57,22,28,1109861,967643,591034,441527,226956.98,99484.8,28514.55,98957.64,124847.8,56342.88,36130.22,32374.7,14450257,7631270,262973.0,239934.0,64315,53385.0,33420,0.8718596292688904,0.5325297492208484,0.3978218894077727,0.23694228376346227,0.21618382842536138,0.5281061783191815,0.45129253378914164,0.28939412628816846,0.25931333992268985,0.43834210342418195,0.4360193724819567,38271.06896551724,44974.48275862069,22881.754385964912,0.20449135522376227,0.11248958202874054,2023-Q4
813,2024,Q1,Karnataka,South,Bengaluru,Semi-Urban,1319544,39,64,32,29,1183209,847307,652264,434649,197333.93,90070.91,23813.09,83449.94,110111.26,58772.01,23583.85,27755.4,6547947,4439877,404186.0,230713.0,67627,43998.0,36851,0.7161093264165502,0.5512669359343954,0.3673476114532597,0.34160152601949445,0.1949892199941008,0.6780563434615461,0.5337511349883746,0.21418200100516513,0.2520668640064604,0.45643904218600423,0.42288693079796263,30338.69230769231,33834.46153846154,20617.875,0.1667785911026708,0.09306154703015274,2024-Q1
814,2024,Q2,Karnataka,South,Bengaluru,Urban,1319544,33,64,30,31,998202,716737,443429,271374,130784.65,59575.94,23089.3,48119.41,77309.67,34483.32,13289.84,29536.51,11406319,7850360,161905.0,218271.0,114683,65025.0,79071,0.718028014369837,0.4442277214431548,0.27186280933117746,0.16219662953991276,0.21866415815636514,0.6882465763056426,0.44604148484917866,0.17190398044643057,0.38205453470439077,0.45552700565395104,0.36792857571588106,30248.545454545456,39986.181818181816,20617.875,0.1310202243634054,0.0774489231638486,2024-Q2
815,2024,Q3,Karnataka,South,Bengaluru,Semi-Urban,1319544,36,78,21,53,809303,697677,357927,233584,73596.19,32965.33,10524.62,30106.24,56117.78,22796.74,16722.68,16598.36,8820892,4883644,165128.0,168540.0,59132,50058.0,46657,0.8620714367795498,0.44226575213486174,0.28862366752625407,0.20403730123328345,0.20825327473146646,0.5536451415571124,0.4062302535845146,0.29799254353967675,0.2957772028758087,0.4479216926854502,0.4090733501285868,22480.63888888889,36654.0,16917.23076923077,0.09093774519555717,0.06934087727340686,2024-Q3
816,2024,Q4,Karnataka,South,Bengaluru,Rural,1319544,21,35,22,14,990616,757337,428572,355864,191504.07,103394.41,27692.83,60416.82,135215.43,48672.48,35675.91,50867.04,13993173,9963850,238141.0,124884.0,122369,37456.0,92907,0.7645111728459867,0.4326318169704507,0.35923506182012,0.24039688436286108,0.126067012848571,0.7120507979140971,0.3599624687803752,0.2638449620727457,0.3761925691468792,0.5399071152900301,0.3154858275335871,47172.19047619047,62835.42857142857,37701.25714285715,0.19331816768556132,0.13649631138604665,2024-Q4
817,2025,Q1,Karnataka,South,Bengaluru,Semi-Urban,1334829,35,81,20,42,1120410,774136,476201,260688,100898.24,50533.24,8375.28,41989.72,87780.3,42240.68,20379.57,25160.05,8349621,5767486,225202.0,194787.0,101386,33205.0,79732,0.6909399237779027,0.42502387518854706,0.23267196829731973,0.20099963406253069,0.1738533215519319,0.6907482387523937,0.4812091095610291,0.23216564536689893,0.286625245072072,0.5008337112718715,0.41615909256692685,32011.714285714286,38137.97142857143,16479.37037037037,0.09005474781553181,0.078346587409966,2025-Q1
818,2025,Q2,Karnataka,South,Bengaluru,Rural,1334829,24,44,25,26,1096875,881271,453040,469616,144526.53,81966.51,19211.02,43349.0,113117.36,58736.1,21828.17,32553.09,14865690,8029109,232709.0,117827.0,71366,43096.0,40157,0.8034379487179487,0.41302792022792023,0.428139943019943,0.21215635327635327,0.10742062678062678,0.540110078980525,0.5192492116152639,0.1929692312479711,0.28778155713676484,0.5671381579561897,0.29993801138102466,45703.125,55617.875,30337.022727272728,0.13176207863247863,0.1031269378917379,2025-Q2
819,2025,Q3,Karnataka,South,Bengaluru,Semi-Urban,1334829,33,61,32,35,1220144,928408,548512,517377,150444.31,67464.06,27007.48,55972.77,120127.66,51862.95,33118.1,35146.61,14513394,10214068,336241.0,170342.0,86777,33258.0,41522,0.7609003527452497,0.4495469387219869,0.4240294588179756,0.2755748501816179,0.13960811182942343,0.7037683949047342,0.43173195915079005,0.2756908775214634,0.29257716332774647,0.4484321141823177,0.3720497637963177,36974.06060606061,40449.36363636364,21882.44262295082,0.1233004547004288,0.09845367432040808,2025-Q3
820,2025,Q4,Karnataka,South,Bengaluru,Semi-Urban,1334829,36,79,33,52,1112339,969004,456147,335287,144047.41,77217.85,24667.24,42162.31,98833.68,53203.0,22963.77,22666.91,10221771,6082037,344824.0,232603.0,91027,80198.0,62608,0.871140902188991,0.410079121562761,0.3014251950169867,0.30999902008290636,0.2091116107589503,0.5950081448703948,0.5383083985135432,0.232347616723368,0.22934398476308887,0.5360585796023685,0.29269745287332827,30898.305555555555,37078.583333333336,16896.569620253165,0.12949955903730787,0.08885212152050768,2025-Q4
821,2021,Q1,Karnataka,South,Mysuru,Rural,1372011,20,45,12,30,826827,678295,332424,228615,155908.68,72878.49,15553.41,67476.77,92390.59,36646.87,23090.79,32652.93,5547837,3997965,229532.0,156517.0,112567,21563.0,66628,0.8203590352032529,0.4020478286267865,0.2764967762300941,0.27760583531984323,0.18929836592177082,0.7206349069015546,0.3966515421105115,0.24992577707318464,0.3534226808163039,0.46744344189175363,0.43279674999493295,41341.35,68600.55,30489.133333333335,0.1885626376497139,0.1117411381099069,2021-Q1
822,2021,Q2,Karnataka,South,Mysuru,Rural,1372011,19,41,18,28,718804,537494,299667,214174,93735.35,50090.23,12591.41,31053.71,77196.35,31214.82,22114.05,23867.49,8361695,6051447,257814.0,163322.0,95251,24804.0,66723,0.7477615594793574,0.4168966783712945,0.2979588316147378,0.35867079203788516,0.22721353804375044,0.723710563468292,0.40435616450777784,0.2864649688748237,0.30917899615720174,0.5343792923374159,0.3312913431272193,37831.78947368421,72211.1052631579,33463.68292682927,0.1304046026455056,0.10739554871703552,2021-Q2
823,2021,Q3,Karnataka,South,Mysuru,Semi-Urban,1372011,28,49,25,44,852417,606306,416300,218001,65016.51,36309.08,5483.94,23223.5,44961.94,22590.69,13193.88,9177.38,10900080,5347859,288737.0,123925.0,109424,48704.0,59343,0.711278634752709,0.4883759943783383,0.25574454756298853,0.3387274068912281,0.14538072328449572,0.490625665132733,0.5024402861620294,0.29344552303570526,0.2041144132125971,0.5584593820861808,0.35719388813702857,30443.464285714286,49000.392857142855,28000.224489795917,0.0762731268850809,0.05274641402036797,2021-Q3
824,2021,Q4,Karnataka,South,Mysuru,Rural,1372011,24,39,24,24,942059,625958,396826,403494,174178.83,81400.07,16800.64,75978.12,124714.23,55988.42,23008.84,45716.97,6004826,3480367,257041.0,120406.0,94421,57770.0,59324,0.6644573216751817,0.42123264041848757,0.4283107533604583,0.2728502142647117,0.12781152772809345,0.5795949791051398,0.4489336942544568,0.18449249937236514,0.3665738063731781,0.4673361854595074,0.4362075460031509,39252.458333333336,57167.125,35179.769230769234,0.18489163629878808,0.13238473386486407,2021-Q4
825,2022,Q1,Karnataka,South,Mysuru,Rural,1388475,23,35,19,29,1066867,959005,588400,249011,213414.49,116981.42,25763.24,70669.82,139891.26,61922.7,25259.11,52709.45,6971109,3661668,300012.0,279572.0,59019,48173.0,48329,0.8988983631511707,0.5515214173837976,0.2334039763156982,0.2812084355407,0.2620495338219291,0.525263340452717,0.4426488116555673,0.18056245972764845,0.37678872861678414,0.5481418810878306,0.33113880880346974,46385.52173913043,60368.47826086957,39670.71428571428,0.20003851464146888,0.13112342963087245,2022-Q1
826,2022,Q2,Karnataka,South,Mysuru,Rural,1388475,24,39,25,35,653253,542512,333873,249036,98172.03,41920.98,10154.64,46096.41,66841.43,29407.26,19316.6,18117.57,6231560,3769764,198343.0,69996.0,129030,35902.0,88410,0.8304776250549175,0.5110929456121901,0.38122442606463347,0.30362355779460637,0.10714990975931224,0.6049470758525956,0.43995557844887523,0.28899142343304146,0.27105299811808337,0.42701551551903333,0.46954728347778896,27218.875,57853.125,35601.92307692308,0.15028178975067852,0.10232089251790653,2022-Q2
827,2022,Q3,Karnataka,South,Mysuru,Semi-Urban,1388475,30,52,30,40,1169195,1051148,631956,460805,214766.17,107304.99,29649.91,77811.27,141458.1,73258.41,37732.36,30467.33,10667881,7474314,428268.0,335768.0,94533,47527.0,48156,0.8990356612883224,0.5405052194030936,0.3941215964830503,0.366293047780738,0.2871787854036324,0.7006371743366842,0.5178806303774758,0.26673877282389624,0.215380596798628,0.4996363719667767,0.36230692198869124,38973.166666666664,46282.5,26701.44230769231,0.18368721214168723,0.12098760258126318,2022-Q3
828,2022,Q4,Karnataka,South,Mysuru,Urban,1388475,40,81,40,47,885862,632960,404225,375885,73596.75,42456.04,13219.09,17921.62,52053.08,28252.42,11211.39,12589.26,11673145,5651312,143578.0,104355.0,94082,25495.0,52306,0.7145130957191977,0.45630696429014905,0.4243155254430148,0.16207716326019178,0.11780051520439978,0.48412934132146906,0.542761734752295,0.21538379669368266,0.24185427644243146,0.5768738429346405,0.24351102460366794,22146.55,34711.875,17141.666666666668,0.0830792493638964,0.058759806832215405,2022-Q4
829,2023,Q1,Karnataka,South,Mysuru,Rural,1404939,23,52,21,36,883073,705433,437352,284079,165359.27,90651.6,26232.0,48475.67,101372.66,48662.19,19053.06,33657.4,12422812,6076774,262183.0,180228.0,56864,25477.0,33970,0.7988388275940947,0.49526143365271047,0.3216936765137197,0.29689844440946556,0.2040918474463606,0.4891625181158662,0.4800326833684743,0.18795067624742215,0.33201654173817674,0.5482099673033148,0.2931536284600192,38394.47826086957,61084.30434782609,27018.05769230769,0.1872543606247728,0.1147953340210832,2023-Q1
830,2023,Q2,Karnataka,South,Mysuru,Semi-Urban,1404939,31,68,29,46,952883,614307,373178,380150,165718.83,78608.43,19553.25,67557.15,143541.92,52071.4,38515.52,52955.0,9317975,5397656,184602.0,78515.0,110047,57537.0,71296,0.6446825056171639,0.3916304520072244,0.39894719498616305,0.19372997524355037,0.08239731425579006,0.5792735009484357,0.3627609272608308,0.2683224524236543,0.36891662031551475,0.4743482077444066,0.40766127784030337,30738.16129032258,45320.6129032258,20660.867647058825,0.1739130932129128,0.15063960633152235,2023-Q2
831,2023,Q3,Karnataka,South,Mysuru,Semi-Urban,1404939,24,51,20,17,1270827,982069,703689,515161,167885.32,81679.68,20976.21,65229.43,141930.01,72047.76,25222.89,44659.36,13707315,9811168,371889.0,313458.0,114001,54030.0,66985,0.7727794577861503,0.5537252513520723,0.40537461039150097,0.29263542559294065,0.24665670464980677,0.7157614748037818,0.5076287953477914,0.1777135786857198,0.31465762596648866,0.48652067971160307,0.3885356384941816,52951.125,58539.125,27547.823529411766,0.13210713968148302,0.11168318740473723,2023-Q3
832,2023,Q4,Karnataka,South,Mysuru,Semi-Urban,1404939,32,62,27,42,1202672,837089,492324,338283,163434.63,83504.97,13948.59,65981.07,117381.63,49722.51,27567.47,40091.66,15035707,8050561,276121.0,148035.0,106609,85669.0,69222,0.6960243524418961,0.409358495084279,0.2812761916798595,0.22958961379328693,0.12308842311120571,0.5354294946024154,0.42359703132423704,0.2348533582299036,0.34154969563806536,0.5109380429349643,0.4037153570207245,37583.5,43904.34375,22660.3064516129,0.13589293672755332,0.09760070077294558,2023-Q4
833,2024,Q1,Karnataka,South,Mysuru,Urban,1421403,35,67,19,38,989709,799233,561824,235566,114733.62,56544.13,18068.36,40121.13,79891.38,28395.97,20724.99,30770.42,10489413,5547650,359699.0,178053.0,68566,36380.0,41782,0.8075434294322876,0.5676658492546799,0.2380154166527737,0.363439152316489,0.17990439614068376,0.5288808820855848,0.3554322130873193,0.25941459516658744,0.3851531917460932,0.49282965184921385,0.3496893935709516,28277.4,40611.514285714286,21214.97014925373,0.11592662085522107,0.08072209103888113,2024-Q1
834,2024,Q2,Karnataka,South,Mysuru,Urban,1421403,32,62,20,30,998037,792952,467087,301819,140006.04,60570.05,11542.3,67893.7,88612.0,32637.43,18350.45,37624.11,10879463,8004565,333803.0,208751.0,73805,69116.0,44114,0.794511626322471,0.46800569517963764,0.30241263600447676,0.3344595440850389,0.20916158418976452,0.7357500089848185,0.3683183993138627,0.207087640500158,0.42459384733444683,0.43262454962657326,0.484934078558325,31188.65625,44418.84375,22925.854838709678,0.14028141241256586,0.08878628748232781,2024-Q2
835,2024,Q3,Karnataka,South,Mysuru,Rural,1421403,22,51,13,22,866019,555040,355459,198682,103946.71,49303.04,9601.47,45042.19,79319.55,43571.83,15271.02,20476.7,5126091,3246682,162453.0,174487.0,70187,62022.0,57073,0.6409097259990831,0.4104517337379434,0.2294199088010771,0.18758595365690592,0.20148172268737752,0.6333640975160215,0.549320186511396,0.1925252979876966,0.2581545155009074,0.47431073095050336,0.43332001561184574,39364.5,64609.22727272727,27870.647058823528,0.12002820954274676,0.09159100435440794,2024-Q3
836,2024,Q4,Karnataka,South,Mysuru,Semi-Urban,1421403,30,54,23,27,1279669,1121087,593477,457957,122247.24,63695.69,14491.23,44060.33,81662.12,28598.06,22261.18,30802.88,17720690,11423424,505865.0,351901.0,72714,95930.0,48588,0.876075766467735,0.4637738352652131,0.35787144957016226,0.39530925575285486,0.274993767919673,0.6446376523713241,0.35019982336975825,0.2726010541974664,0.3771991224327755,0.5210399024141568,0.36041983442734576,42655.63333333333,47380.1,26322.277777777777,0.09553035980398056,0.06381503341879814,2024-Q4
837,2025,Q1,Karnataka,South,Mysuru,Semi-Urban,1437867,32,49,21,41,1296958,1052993,600100,383804,228495.62,118161.77,24939.54,85394.3,195432.55,89972.45,52897.52,52562.58,17151115,8490352,290331.0,198813.0,94523,63661.0,68808,0.811894448393857,0.46269809816509094,0.2959263137279696,0.2238553600039477,0.1532917796875458,0.495032072258859,0.4603759711470786,0.2706689341156322,0.2689550947372892,0.5171292561319119,0.37372401274037553,40529.9375,44933.34375,29344.224489795917,0.17617811833536628,0.1506853344518481,2025-Q1
838,2025,Q2,Karnataka,South,Mysuru,Rural,1437867,26,44,27,31,762416,513906,442022,199049,114855.81,64514.03,17862.01,32479.76,85796.6,30213.08,24295.14,31288.38,6398607,4403952,172473.0,157417.0,56303,47466.0,32377,0.6740493378942729,0.5797648527837821,0.2610766300812155,0.2262190195378901,0.2064712702776437,0.6882673056807521,0.3521477541068061,0.2831713611028875,0.36468088479030636,0.5616958341071296,0.2827872616979498,29323.69230769231,55302.57692307692,32678.795454545456,0.15064716637636147,0.11253252817359552,2025-Q2
839,2025,Q3,Karnataka,South,Mysuru,Rural,1437867,23,52,17,31,773926,607924,368681,329205,140168.76,76255.01,13919.3,49994.45,103104.07,37625.13,21521.17,43957.77,7758768,5472423,169443.0,160359.0,94780,22694.0,68439,0.7855066246643736,0.476377586487597,0.4253701258259834,0.2189395368549448,0.2072019805511121,0.705321128302844,0.364923809506259,0.20873249717494174,0.42634369331879907,0.54402286215559,0.35667327013522837,33648.95652173913,62515.95652173913,27651.28846153846,0.1811139049469846,0.13322212976434442,2025-Q3
840,2025,Q4,Karnataka,South,Mysuru,Semi-Urban,1437867,28,63,24,38,1216506,807285,502227,285740,140616.87,81510.49,17309.84,41796.54,111039.53,54262.73,20945.11,35831.69,12581991,9807354,189883.0,185030.0,81263,84934.0,48052,0.6636095506310696,0.41284383307603906,0.23488581231822941,0.15608883145664715,0.15209953752796945,0.7794755217993719,0.48867939192465965,0.1886275095004455,0.3226930985748949,0.5796636633997045,0.29723702426316273,43446.642857142855,51352.392857142855,22823.285714285714,0.11559077390493758,0.09127742074432843,2025-Q4
