Record_ID,Year,Quarter,State,Region,District,Rural_Urban,Population,Branches,Banking_Outlets,ATMs,BC_Outlets,Total_Accounts,Active_Accounts,Women_Accounts,Jan_Dhan_Accounts,Total_Deposits_Lakh,Savings_Deposits_Lakh,Current_Deposits_Lakh,Term_Deposits_Lakh,Total_Loans_Lakh,Agricultural_Loans_Lakh,MSME_Loans_Lakh,Personal_Loans_Lakh,Digital_Transactions,UPI_Transactions,Mobile_Banking_Users,Internet_Banking_Users,Agricultural_Beneficiaries,SHG_Accounts,KCC_Accounts
871,2023,Q3,Karnataka,South,Mangaluru,Rural,1174252,24,43,19,25,611090,439920,340862,231024,66111.68,34287.46,8040.1,23784.11,47336.26,23177.43,10670.31,13488.52,4946821,2805937,,98592.0,64215,28690.0,49962
872,2023,Q4,Karnataka,South,Mangaluru,Semi-Urban,1174252,30,62,24,21,804545,682007,368187,272259,87798.54,49843.87,8306.36,29648.31,69270.63,25287.08,16887.95,27095.6,5093253,3882368,181720.0,101715.0,99523,23230.0,66856
873,2024,Q1,Karnataka,South,Mangaluru,Rural,1188013,24,39,21,25,623478,465449,354196,239501,61216.22,34892.66,6592.77,19730.79,40404.45,15162.25,8415.91,16826.29,3227224,1876835,183860.0,81188.0,73883,33242.0,51940
874,2024,Q2,Karnataka,South,Mangaluru,Rural,1188013,22,42,15,34,703332,455783,273102,193933,71007.45,39445.68,7900.0,23661.77,52593.17,26089.42,11348.99,15154.76,7617831,5540784,108132.0,75585.0,47748,25458.0,35075
875,2024,Q3,Karnataka,South,Mangaluru,Rural,1188013,22,50,21,19,805619,524995,364370,288830,97245.66,44651.77,14793.08,37800.81,65024.72,33038.82,11648.31,20337.6,6306329,3846408,164908.0,111711.0,73286,59970.0,38216
876,2024,Q4,Karnataka,South,Mangaluru,Semi-Urban,1188013,32,63,24,40,1052259,789887,581857,252224,161520.17,77832.45,22144.73,61542.99,114416.46,48782.13,23245.45,42388.88,8838665,4786033,300758.0,174656.0,96785,68381.0,51209
877,2025,Q1,Karnataka,South,Mangaluru,Rural,1201774,24,52,14,34,583371,403048,328903,234229,100973.69,47601.65,16979.19,36392.85,77430.1,31676.79,17409.96,28343.35,5629482,3939324,181045.0,121192.0,44895,32219.0,31647
878,2025,Q2,Karnataka,South,Mangaluru,Rural,1201774,23,51,24,21,927694,748040,460265,368346,109100.52,51312.52,17319.23,40468.77,76244.66,28468.93,16271.59,31504.15,6143770,4386783,209981.0,104805.0,105616,66196.0,80897
879,2025,Q3,Karnataka,South,Mangaluru,Semi-Urban,1201774,29,60,23,43,990147,877544,397033,226275,181989.88,87681.15,26388.0,67920.74,152947.7,61319.1,25093.85,66534.76,9378400,6960365,311997.0,187989.0,96093,67236.0,48994
880,2025,Q4,Karnataka,South,Mangaluru,Semi-Urban,1201774,32,74,28,27,1131290,868752,619960,284367,194128.18,98058.58,21133.96,74935.64,114933.44,47029.49,24099.68,43804.27,7520944,4483098,351486.0,135285.0,75133,63826.0,53478
881,2021,Q1,Karnataka,South,Belagavi,Rural,1189316,33,52,18,44,974512,714939,499262,409500,99590.98,44795.74,15177.53,39617.71,66382.61,36360.32,17262.85,12759.44,9467241,5381851,225576.0,107124.0,106242,45870.0,59312
882,2021,Q2,Karnataka,South,Belagavi,Semi-Urban,1189316,37,61,31,27,938719,721354,454483,341388,75828.54,37235.32,9552.75,29040.48,66225.92,25023.84,16997.56,24204.52,11098992,5851528,234093.0,160389.0,96114,26769.0,60438
883,2021,Q3,Karnataka,South,Belagavi,Semi-Urban,1189316,39,65,38,43,974874,854841,450084,262164,169685.62,88412.35,29241.13,52032.15,131090.78,51012.17,23769.35,56309.26,7704914,5542485,244142.0,169499.0,67103,70000.0,51113
884,2021,Q4,Karnataka,South,Belagavi,Urban,1189316,44,78,38,43,775989,613019,421826,185970,81289.14,44524.99,14090.43,22673.72,46853.53,19952.23,13495.28,13406.01,5268144,3231038,189794.0,160937.0,77541,48796.0,43179
885,2022,Q1,Karnataka,South,Belagavi,Rural,1203587,31,69,31,23,1078018,697079,499197,410439,85156.15,40261.77,13028.26,31866.12,61498.04,26653.27,16840.02,18004.74,8236584,4001618,292316.0,193236.0,54556,66907.0,39753
886,2022,Q2,Karnataka,South,Belagavi,Urban,1203587,39,66,24,32,751341,577008,432052,258296,109784.77,47408.23,17734.13,44642.41,83817.4,32205.86,20811.87,30799.67,5733298,3424398,216386.0,76725.0,59810,27918.0,39593
887,2022,Q3,Karnataka,South,Belagavi,Rural,1203587,32,66,27,46,961835,640925,426044,359731,176627.88,91902.31,30018.71,54706.87,100326.67,46475.77,28972.21,24878.69,7166361,5143088,188870.0,,48242,52917.0,24129
888,2022,Q4,Karnataka,South,Belagavi,Rural,1203587,32,74,21,23,865422,676547,380356,288853,164030.44,77013.66,21041.3,65975.48,118110.84,41371.06,29081.55,47658.23,9996147,4812010,324277.0,120697.0,85767,40980.0,55423
889,2023,Q1,Karnataka,South,Belagavi,Rural,1217859,32,63,22,49,678340,558451,309490,223672,73917.09,31224.54,11308.17,31384.37,57992.65,27887.02,16406.88,13698.75,7953680,3844009,253720.0,129163.0,104468,44648.0,47793
890,2023,Q2,Karnataka,South,Belagavi,Rural,1217859,29,65,18,29,829900,597248,322314,231204,99871.97,47572.87,12456.2,39842.9,67477.85,25245.81,20152.26,22079.79,7310321,4932832,259632.0,136282.0,66477,22833.0,39859
891,2023,Q3,Karnataka,South,Belagavi,Urban,1217859,48,74,29,58,813881,710999,375389,214609,123900.48,52423.18,16175.46,55301.84,99768.48,36985.94,28572.87,34209.66,9873125,5257531,205318.0,109579.0,92291,40291.0,45285
892,2023,Q4,Karnataka,South,Belagavi,Urban,1217859,45,93,38,46,736476,602514,399708,181483,101498.15,48311.68,16131.53,37054.94,59157.67,23130.88,9478.5,26548.29,10561558,7432623,190982.0,107389.0,48797,45696.0,34152
893,2024,Q1,Karnataka,South,Belagavi,Rural,1232131,33,63,34,46,818454,701170,330119,186267,121355.94,57365.94,18048.15,45941.85,100790.26,41771.02,20712.59,38306.65,6343712,4781913,251580.0,175738.0,91504,46044.0,71789
894,2024,Q2,Karnataka,South,Belagavi,Urban,1232131,45,74,28,62,1141125,920458,527500,414832,130001.14,63567.13,22512.12,43921.9,89982.03,48196.89,18625.92,23159.22,12983784,8871424,384513.0,285526.0,50730,55585.0,39472
895,2024,Q3,Karnataka,South,Belagavi,Rural,1232131,34,58,23,36,740418,648416,390845,219639,86940.11,42415.94,8949.06,35575.11,60158.19,31538.5,10203.13,18416.57,4784042,3574598,204752.0,202609.0,70835,25526.0,32268
896,2024,Q4,Karnataka,South,Belagavi,Rural,1232131,37,62,20,37,701764,571109,381606,285174,109911.76,46262.22,10265.96,53383.58,71084.85,36097.24,20184.86,14802.76,8671581,4632963,217429.0,112307.0,76974,35352.0,37625
897,2025,Q1,Karnataka,South,Belagavi,Rural,1246403,32,58,25,49,875599,568241,413913,311792,65643.82,31703.49,8295.51,25644.82,42639.32,20611.19,12461.74,9566.4,7003121,5096483,260049.0,143696.0,106138,58208.0,53960
898,2025,Q2,Karnataka,South,Belagavi,Rural,1246403,37,86,39,44,1171977,979483,566622,353655,176995.6,102481.94,22840.58,51673.08,146172.52,74946.27,24848.87,46377.38,9648091,6534247,237643.0,246792.0,54439,52567.0,26561
899,2025,Q3,Karnataka,South,Belagavi,Rural,1246403,36,83,37,39,1067605,707860,425938,431471,92226.19,48653.14,11248.03,32325.03,55027.11,27218.95,13142.44,14665.72,5635080,3237306,286607.0,144109.0,67182,27153.0,30470
900,2025,Q4,Karnataka,South,Belagavi,Rural,1246403,34,72,30,31,981766,786655,475679,323476,112130.82,54010.88,12842.73,45277.21,83576.81,43564.58,17764.46,22247.77,7779249,5838287,318226.0,222124.0,48892,68808.0,24961
901,2021,Q1,Tamil Nadu,South,Chennai,Rural,1544156,19,41,11,16,873073,694515,451408,214848,165345.98,88312.45,21895.24,55138.29,103094.9,53531.58,28305.05,21258.27,6694680,4598947,,165101.0,82676,58673.0,43854
902,2021,Q2,Tamil Nadu,South,Chennai,Rural,1544156,28,49,18,32,840760,700935,360075,309789,135930.01,78837.25,22693.87,34398.89,108852.0,46511.51,28895.72,33444.78,9054020,4938057,328553.0,87389.0,105732,40627.0,70103
903,2021,Q3,Tamil Nadu,South,Chennai,Rural,1544156,24,53,17,26,1008955,704294,460041,348783,153988.37,73343.25,17182.51,63462.61,115773.67,43597.16,22625.0,49551.51,7020073,3410764,162658.0,94743.0,76782,58265.0,36287
904,2021,Q4,Tamil Nadu,South,Chennai,Rural,1544156,26,59,25,25,1289017,918168,508521,552668,237776.66,125218.0,34982.37,77576.29,146037.46,56956.03,32966.69,56114.74,15190185,7553441,419611.0,112015.0,98352,73336.0,69249
905,2022,Q1,Tamil Nadu,South,Chennai,Rural,1562685,29,46,18,37,1022884,680537,498193,421085,81517.22,35197.84,6573.95,39745.43,48887.18,21245.46,13313.36,14328.37,7684806,4228945,199577.0,166823.0,102910,66357.0,78008
906,2022,Q2,Tamil Nadu,South,Chennai,Semi-Urban,1562685,24,43,23,21,1313787,1163420,502850,410527,214404.67,96090.61,37996.44,80317.62,161454.77,61815.88,26296.65,73342.24,9949056,6491251,492881.0,158156.0,111279,77965.0,66277
907,2022,Q3,Tamil Nadu,South,Chennai,Semi-Urban,1562685,31,65,28,27,1189571,924899,618607,510721,87789.22,37966.38,13545.69,36277.15,52234.3,24784.67,10731.73,16717.9,15744543,10325981,313451.0,150881.0,143257,63915.0,71033
908,2022,Q4,Tamil Nadu,South,Chennai,Rural,1562685,26,60,24,19,1210616,890297,534416,305502,202968.58,94659.2,22456.1,85853.28,122410.1,55284.93,19786.17,47339.0,9829568,5781140,265534.0,273077.0,99058,64265.0,74216
909,2023,Q1,Tamil Nadu,South,Chennai,Rural,1581215,25,53,14,17,1099947,947799,546550,291243,99302.34,53174.74,9657.47,36470.13,55540.08,23974.25,13417.41,18148.42,12739928,6538948,382494.0,267268.0,120101,81625.0,94287
910,2023,Q2,Tamil Nadu,South,Chennai,Urban,1581215,38,68,36,55,1292209,891827,737549,406622,110781.41,58005.49,13711.52,39064.41,64383.91,32067.88,17506.34,14809.69,13009553,6286435,364407.0,143095.0,84289,58073.0,63978
911,2023,Q3,Tamil Nadu,South,Chennai,Rural,1581215,27,62,17,23,907864,763421,346081,223976,124562.54,54156.93,14447.73,55957.87,79780.87,36078.57,23702.32,19999.98,13565525,10080024,192625.0,148519.0,92748,54424.0,44751
912,2023,Q4,Tamil Nadu,South,Chennai,Semi-Urban,1581215,32,74,27,36,988641,788402,492429,352851,78823.73,40609.16,7941.73,30272.84,48772.17,19764.61,12663.26,16344.3,8567863,6456916,297723.0,227968.0,125900,44242.0,61092
913,2024,Q1,Tamil Nadu,South,Chennai,Rural,1599745,24,43,15,34,958492,682899,443656,298170,122463.61,67394.43,19830.35,35238.84,99617.21,36880.78,27091.4,35645.03,11662522,8464884,171588.0,98982.0,109014,65894.0,88962
914,2024,Q2,Tamil Nadu,South,Chennai,Semi-Urban,1599745,31,63,29,28,987595,822353,443411,245283,111196.67,63875.42,16656.81,30664.44,80637.89,43848.84,23097.88,13691.17,9413763,5169343,290389.0,247640.0,78324,57394.0,49766
915,2024,Q3,Tamil Nadu,South,Chennai,Semi-Urban,1599745,32,54,28,38,1249452,880473,634682,492525,267290.03,136104.03,26553.38,104632.62,207116.93,111331.72,39282.07,56503.14,13697567,8245503,252307.0,131896.0,62008,85896.0,40698
916,2024,Q4,Tamil Nadu,South,Chennai,Rural,1599745,25,45,17,27,1074458,831012,574516,388563,121954.85,67614.23,10588.2,43752.43,70226.25,32390.74,17519.77,20315.74,12428142,9407939,228501.0,223578.0,72208,67227.0,34728
917,2025,Q1,Tamil Nadu,South,Chennai,Rural,1618275,19,42,10,22,957752,793190,372195,377954,184204.17,81862.35,26348.68,75993.13,102185.65,53094.9,26692.58,22398.17,6247809,3989830,284041.0,211082.0,84921,70520.0,65145
918,2025,Q2,Tamil Nadu,South,Chennai,Semi-Urban,1618275,34,78,25,51,1099080,906942,579526,246032,121934.22,70665.11,11244.73,40024.37,88905.6,45173.94,16729.98,27001.68,7946854,5670609,313905.0,219013.0,85704,39073.0,56270
919,2025,Q3,Tamil Nadu,South,Chennai,Rural,1618275,20,36,13,23,1369873,968516,572632,438156,119857.73,60280.92,15538.05,44038.75,77805.28,41309.52,13434.49,23061.27,16646334,11629602,432107.0,189190.0,66754,91201.0,46888
920,2025,Q4,Tamil Nadu,South,Chennai,Rural,1618275,26,43,23,33,1365728,1122175,699121,520219,193974.39,109785.68,15871.26,68317.46,130150.1,64525.04,28607.23,37017.82,16813673,12937438,254124.0,149469.0,110223,68747.0,62582
921,2021,Q1,Tamil Nadu,South,Madurai,Rural,1342503,18,29,17,27,992132,786800,387482,372626,91634.92,49913.41,13982.25,27739.26,79183.72,39404.14,20354.13,19425.46,6920285,5200379,226640.0,239937.0,72172,31260.0,54552
922,2021,Q2,Tamil Nadu,South,Madurai,Rural,1342503,21,46,14,31,906641,731234,410766,210771,154090.45,73895.83,21578.13,58616.49,109272.28,42586.92,19634.73,47050.63,5372489,4153494,184303.0,213960.0,62979,27667.0,41785
923,2021,Q3,Tamil Nadu,South,Madurai,Rural,1342503,26,41,25,27,697637,466933,393294,169684,130208.03,55501.04,16464.49,58242.49,106739.12,52861.54,24382.37,29495.21,8180494,6003929,207137.0,67272.0,104039,45970.0,67751
924,2021,Q4,Tamil Nadu,South,Madurai,Semi-Urban,1342503,30,59,22,36,876210,651267,382163,215378,108374.86,52125.37,16776.47,39473.02,65871.9,28646.62,11598.71,25626.56,9445480,5138450,166751.0,158575.0,85202,59727.0,43832
925,2022,Q1,Tamil Nadu,South,Madurai,Rural,1358613,21,49,18,23,807065,629881,321312,335177,117849.57,60104.81,10998.39,46746.37,65499.9,31184.72,16426.57,17888.61,8418343,4183523,234165.0,98700.0,97214,42533.0,67315
926,2022,Q2,Tamil Nadu,South,Madurai,Urban,1358613,35,78,38,55,1160224,1030043,642133,432522,90978.45,50403.51,11733.09,28841.85,74495.0,30735.42,16066.41,27693.17,8204680,6058692,414127.0,312170.0,112195,47310.0,65233
927,2022,Q3,Tamil Nadu,South,Madurai,Rural,1358613,23,37,15,33,913198,728199,381256,359817,169948.84,96192.61,27953.67,45802.55,134486.8,66815.08,23502.25,44169.46,5321939,2807284,211481.0,97119.0,119325,33782.0,96528
928,2022,Q4,Tamil Nadu,South,Madurai,Semi-Urban,1358613,28,48,23,25,1272658,1090965,490288,533285,196461.72,103594.67,28426.57,64440.48,122238.54,61325.77,21048.14,39864.63,20417932,14404219,378843.0,133080.0,60500,53558.0,30819
929,2023,Q1,Tamil Nadu,South,Madurai,Semi-Urban,1374723,28,48,20,31,1083843,874905,531996,318406,188790.1,93375.77,29745.1,65669.23,107626.97,52852.06,29571.55,25203.36,7700806,4486750,342801.0,107252.0,67390,79264.0,46572
930,2023,Q2,Tamil Nadu,South,Madurai,Rural,1374723,25,57,23,23,829937,560904,476562,272744,152467.85,85036.6,13019.03,54412.22,133270.59,70954.18,28099.89,34216.52,9487019,5428249,236380.0,151697.0,86512,56643.0,63852
931,2023,Q3,Tamil Nadu,South,Madurai,Rural,1374723,22,39,18,24,922475,712646,411705,236889,156535.65,78414.11,22614.65,55506.88,133083.56,65411.97,22140.35,45531.23,8953153,6901780,312157.0,226529.0,93260,44261.0,53402
932,2023,Q4,Tamil Nadu,South,Madurai,Semi-Urban,1374723,32,55,19,23,916006,669431,449223,257835,176390.73,86529.54,15932.95,73928.23,112185.7,40349.43,26737.35,45098.91,7838930,3801762,277999.0,,117361,58622.0,55559
933,2024,Q1,Tamil Nadu,South,Madurai,Rural,1390833,23,45,17,28,1124408,1011180,601494,342837,151394.92,87459.62,22826.72,41108.57,105695.97,37249.69,24613.17,43833.1,8925240,4343272,481141.0,227123.0,78279,79733.0,64088
934,2024,Q2,Tamil Nadu,South,Madurai,Urban,1390833,37,78,31,45,1060852,867749,491996,382471,92611.63,51284.66,15778.7,25548.27,67409.48,24019.83,19533.67,23855.98,11785913,7176824,349300.0,175984.0,87511,73560.0,44595
935,2024,Q3,Tamil Nadu,South,Madurai,Rural,1390833,23,35,15,22,713703,563977,352398,171558,117245.45,66960.64,9410.95,40873.86,95258.98,40077.46,16090.31,39091.21,7409731,5026206,167476.0,103967.0,111187,26617.0,63271
936,2024,Q4,Tamil Nadu,South,Madurai,Rural,1390833,24,44,26,33,1214585,988758,560232,366617,164451.47,90864.74,20803.14,52783.6,106491.0,53774.98,29776.89,22939.13,8014537,5120002,325609.0,250711.0,52432,32137.0,35485
937,2025,Q1,Tamil Nadu,South,Madurai,Rural,1406943,25,41,23,29,742126,595515,372468,243628,143557.58,83045.54,18794.97,41717.07,84445.05,37501.56,15666.75,31276.73,7092424,3612248,223469.0,154015.0,88804,21575.0,62374
938,2025,Q2,Tamil Nadu,South,Madurai,Semi-Urban,1406943,31,71,19,36,1088843,956323,550361,272817,146392.86,77887.67,24346.22,44158.98,89236.31,48215.13,15016.64,26004.54,13640035,9554826,454997.0,278819.0,55379,29479.0,27005
939,2025,Q3,Tamil Nadu,South,Madurai,Rural,1406943,21,47,16,27,1056771,749841,452967,308488,189203.6,87140.78,30610.24,71452.58,107481.0,52648.14,23804.26,31028.61,11778417,7215335,307536.0,229070.0,61987,69025.0,38460
940,2025,Q4,Tamil Nadu,South,Madurai,Rural,1406943,27,57,19,20,1219174,920803,531794,451632,208343.47,110433.78,32647.67,65262.03,129022.12,57792.2,22256.32,48973.6,7993911,5795090,381355.0,266564.0,114376,51626.0,80681
941,2021,Q1,Tamil Nadu,South,Coimbatore,Rural,1124451,20,37,11,21,619574,487113,269985,225833,90636.93,40418.92,12210.45,38007.55,69574.24,37735.82,15241.65,16596.77,8013001,5368167,204043.0,69805.0,81794,19902.0,38005
942,2021,Q2,Tamil Nadu,South,Coimbatore,Semi-Urban,1124451,22,36,13,19,559377,444766,259775,154321,78006.96,44333.91,10043.21,23629.84,57493.35,23080.13,13332.94,21080.28,4591231,3005467,184360.0,97149.0,103223,38820.0,75829
943,2021,Q3,Tamil Nadu,South,Coimbatore,Rural,1124451,21,35,18,22,588328,439641,329457,140192,108849.69,62137.97,13634.51,33077.21,77829.87,42203.94,17448.15,18177.79,3327352,2029406,154279.0,81971.0,83552,35003.0,37799
944,2021,Q4,Tamil Nadu,South,Coimbatore,Semi-Urban,1124451,23,44,19,36,666282,555187,329779,244637,82247.92,41730.96,9663.65,30853.31,51286.57,26558.61,11622.38,13105.58,7723906,6013710,244449.0,119257.0,103550,25708.0,79878
945,2022,Q1,Tamil Nadu,South,Coimbatore,Rural,1137944,19,44,20,15,674321,569661,305972,241612,88145.88,47757.64,9367.73,31020.51,58383.23,22652.91,15220.39,20509.93,7620462,4017347,193267.0,118873.0,101150,32539.0,59234
946,2022,Q2,Tamil Nadu,South,Coimbatore,Rural,1137944,17,28,17,18,672621,432188,342157,278141,77501.35,44209.49,11774.96,21516.91,44219.75,18826.44,7606.16,17787.14,7572019,3679447,191866.0,105597.0,68715,20325.0,39832
947,2022,Q3,Tamil Nadu,South,Coimbatore,Rural,1137944,23,38,18,35,782598,540133,443821,215129,106884.33,58336.2,17715.95,30832.18,87012.9,34545.18,20729.2,31738.52,4836526,2779697,172931.0,114476.0,98385,54686.0,66484
948,2022,Q4,Tamil Nadu,South,Coimbatore,Rural,1137944,19,40,16,30,535199,399115,301663,220552,69194.43,38084.15,9584.57,21525.71,55711.54,24652.62,10504.06,20554.86,3710890,1989560,90294.0,92525.0,69617,25209.0,38395
949,2023,Q1,Tamil Nadu,South,Coimbatore,Rural,1151437,15,33,11,12,455307,374328,238080,140113,40794.89,20984.12,6135.32,13675.45,23490.48,10835.25,4666.56,7988.67,6242408,3764880,142427.0,93442.0,77440,17488.0,43058
950,2023,Q2,Tamil Nadu,South,Coimbatore,Rural,1151437,16,28,9,25,665204,444676,268312,198048,73227.25,36241.0,12542.9,24443.35,54001.92,24530.17,14738.03,14733.72,5539793,3831280,98294.0,70915.0,73809,22075.0,58611
951,2023,Q3,Tamil Nadu,South,Coimbatore,Rural,1151437,21,38,21,28,779391,538065,441334,182154,135562.29,60794.59,11921.39,62846.31,91985.88,39357.52,17679.14,34949.23,6379616,3908850,148524.0,107560.0,100319,43305.0,45901
952,2023,Q4,Tamil Nadu,South,Coimbatore,Rural,1151437,21,45,12,22,645185,572360,306551,243543,77206.44,36412.56,9496.57,31297.3,54679.85,29268.63,9157.97,16253.25,8101501,4500055,155215.0,149470.0,60280,27978.0,37170
953,2024,Q1,Tamil Nadu,South,Coimbatore,Semi-Urban,1164931,20,39,18,14,860480,716791,355581,219641,91935.73,42614.09,14672.35,34649.28,66963.49,33711.72,15904.78,17346.99,10444280,6529935,220269.0,216573.0,85326,48008.0,49702
954,2024,Q2,Tamil Nadu,South,Coimbatore,Rural,1164931,19,34,20,23,508916,389498,198473,142810,67614.13,38958.52,12050.34,16605.27,39375.96,18019.48,10804.58,10551.9,6490910,4405680,109762.0,105208.0,63677,36212.0,49470
955,2024,Q3,Tamil Nadu,South,Coimbatore,Semi-Urban,1164931,29,52,19,33,1023983,865480,538572,322475,125372.76,64045.08,20225.82,41101.86,89134.86,44637.98,25090.01,19406.87,8739892,6594025,278478.0,106206.0,88828,63344.0,50663
956,2024,Q4,Tamil Nadu,South,Coimbatore,Semi-Urban,1164931,24,49,15,37,772470,550153,350571,184822,113898.92,62476.98,13601.31,37820.63,79880.08,38285.28,21300.98,20293.82,8074193,3889270,154092.0,172340.0,69822,36183.0,52323
957,2025,Q1,Tamil Nadu,South,Coimbatore,Rural,1178424,18,31,16,22,512587,334265,233424,192829,84708.64,40036.83,10370.56,34301.25,72059.42,32447.01,14250.33,25362.08,4707305,2317530,107436.0,69288.0,68781,29385.0,38161
958,2025,Q2,Tamil Nadu,South,Coimbatore,Semi-Urban,1178424,24,44,23,18,995239,664870,409749,394647,171222.04,96808.09,18377.23,56036.72,129126.27,46965.64,27541.67,54618.96,8495703,5254149,224186.0,159545.0,109096,34088.0,55470
959,2025,Q3,Tamil Nadu,South,Coimbatore,Semi-Urban,1178424,26,50,18,39,745507,522424,318227,186835,93657.96,50457.86,15110.95,28089.15,57617.39,20576.7,17081.02,19959.67,8672482,6535776,116880.0,163067.0,68620,25988.0,46276
960,2025,Q4,Tamil Nadu,South,Coimbatore,Semi-Urban,1178424,24,39,23,21,861922,741093,360873,233404,67579.03,29967.53,6781.07,30830.44,43551.05,22341.54,12551.71,8657.79,7432883,5209423,241324.0,107934.0,89142,63230.0,40591
961,2021,Q1,Tamil Nadu,South,Salem,Urban,838841,38,79,38,36,498307,369367,210736,154576,101417.08,53850.04,14988.72,32578.32,83246.31,44855.26,20997.6,17393.46,3968389,2303031,126982.0,67803.0,45689,29764.0,30495
962,2021,Q2,Tamil Nadu,South,Salem,Rural,838841,35,81,27,42,693484,549121,306665,268737,62940.15,29187.28,8910.83,24842.04,39144.86,19746.23,7510.14,11888.49,6032823,3594030,247929.0,160514.0,64666,20470.0,31035
963,2021,Q3,Tamil Nadu,South,Salem,Rural,838841,27,47,24,19,522155,459695,267716,148378,43192.1,19680.85,7602.57,15908.68,33547.18,18277.34,9354.49,5915.35,7544134,4929741,158864.0,116722.0,32454,25336.0,16172
964,2021,Q4,Tamil Nadu,South,Salem,Semi-Urban,838841,38,79,41,48,725474,504291,325015,299312,127558.25,58759.0,19115.6,49683.66,107484.67,42581.08,27823.2,37080.4,8231013,4363597,162563.0,72493.0,42087,46537.0,30495
965,2022,Q1,Tamil Nadu,South,Salem,Rural,848907,26,46,17,32,587044,412458,311970,157577,83177.66,44447.46,11853.83,26876.37,67655.93,24606.42,12815.03,30234.47,3287493,2132348,107304.0,65214.0,59937,39434.0,36235
966,2022,Q2,Tamil Nadu,South,Salem,Rural,848907,29,67,24,35,799164,717933,371456,282375,113336.39,64617.82,12576.48,36142.09,92961.77,44711.8,18520.39,29729.58,5976339,4649740,306771.0,147482.0,51391,41618.0,38489
967,2022,Q3,Tamil Nadu,South,Salem,Urban,848907,46,91,32,51,782873,644729,299351,191386,159970.14,79630.95,22667.42,57671.77,103274.03,52521.68,25246.83,25505.53,7792750,4226044,258313.0,125710.0,78000,56623.0,58700
968,2022,Q4,Tamil Nadu,South,Salem,Urban,848907,51,106,34,70,576563,428579,250729,178135,86660.52,37856.19,12858.43,35945.91,69957.73,32201.08,12972.24,24784.41,6606822,3389033,142286.0,116417.0,79074,20853.0,42031
969,2023,Q1,Tamil Nadu,South,Salem,Rural,858973,29,53,23,20,501815,347349,246291,191307,82478.39,39883.02,13779.62,28815.75,57877.14,23720.98,14359.72,19796.44,2488194,1264598,138922.0,69363.0,73644,13964.0,49271
970,2023,Q2,Tamil Nadu,South,Salem,Rural,858973,29,50,20,21,533679,428085,256028,206768,47640.36,27603.96,3886.21,16150.19,41414.78,16448.81,10641.78,14324.19,5400122,3177062,126732.0,96046.0,67045,29342.0,42778
971,2023,Q3,Tamil Nadu,South,Salem,Urban,858973,46,84,31,73,525425,379684,220578,140249,57590.2,24888.64,7904.43,24797.14,47244.96,23778.61,8559.09,14907.26,2760332,1935578,173830.0,104040.0,68069,26187.0,31789
972,2023,Q4,Tamil Nadu,South,Salem,Rural,858973,34,73,23,44,593022,462960,270959,168293,113934.03,54149.64,14066.66,45717.74,88670.54,45418.45,22682.61,20569.48,7614078,3918795,166962.0,143923.0,58829,26969.0,43776
973,2024,Q1,Tamil Nadu,South,Salem,Rural,869039,26,43,19,33,602605,471479,300436,206870,80067.74,36427.05,12811.38,30829.31,57310.94,28152.01,13742.43,15416.5,3561276,2717083,108468.0,131657.0,41646,30504.0,19720
974,2024,Q2,Tamil Nadu,South,Salem,Urban,869039,44,102,27,42,485103,407656,214557,166708,40651.72,20517.11,6199.31,13935.3,32950.5,12120.8,7938.86,12890.85,3671555,2638670,158572.0,91047.0,82426,35637.0,60804
975,2024,Q3,Tamil Nadu,South,Salem,Rural,869039,31,58,19,28,782767,697591,445951,203992,138848.37,69594.36,20045.03,49208.98,97556.82,52716.53,20160.1,24680.19,11765363,7106385,249122.0,94237.0,66943,46271.0,46874
976,2024,Q4,Tamil Nadu,South,Salem,Rural,869039,33,58,29,51,763080,496349,293509,247836,128149.82,68201.09,22194.54,37754.19,89892.6,35852.04,25932.77,28107.79,5727964,3476330,170142.0,100048.0,65542,35625.0,37356
977,2025,Q1,Tamil Nadu,South,Salem,Semi-Urban,879105,37,77,37,33,550961,445003,277772,172959,44881.86,24432.55,5618.17,14831.14,37392.38,17385.47,9221.83,10785.08,5657679,2814364,205987.0,68051.0,49700,17853.0,25819
978,2025,Q2,Tamil Nadu,South,Salem,Urban,879105,46,93,47,50,690693,434436,327319,233766,56557.79,26427.63,7083.79,23046.37,41103.83,22542.96,7147.37,11413.5,3370357,2258750,158296.0,98234.0,45899,20850.0,23688
979,2025,Q3,Tamil Nadu,South,Salem,Semi-Urban,879105,40,68,25,35,654650,449470,261432,254196,88444.61,43818.0,7680.2,36946.41,65585.38,27418.69,11444.25,26722.44,7347304,3909696,120344.0,85012.0,36553,33254.0,24005
980,2025,Q4,Tamil Nadu,South,Salem,Rural,879105,31,55,21,26,593760,374300,303001,253881,90216.52,47531.98,12373.34,30311.19,74828.29,35496.67,18615.09,20716.54,4280454,2069289,103917.0,76029.0,47293,29274.0,31778
981,2021,Q1,Tamil Nadu,South,Tiruchirappalli,Rural,1158034,28,54,17,41,959878,659933,534976,339757,204349.88,85934.25,18804.57,99611.06,149274.39,80782.91,44661.81,23829.67,5687090,4033041,242542.0,102131.0,81660,50334.0,50819
